Person,Day,Calculator-Bin1,Calculator-Bin2,Calendar-Bin1,Calendar-Bin2,Camera-Bin1,Camera-Bin2,Clock-Bin1,Clock-Bin2,Contacts-Bin1,Contacts-Bin2,Facebook-Bin1,Facebook-Bin2,Gallery-Bin1,Gallery-Bin2,Gmail-Bin1,Gmail-Bin2,Google Play Store-Bin1,Google Play Store-Bin2,Google Search-Bin1,Google Search-Bin2,Instagram-Bin1,Instagram-Bin2,Internet-Bin1,Internet-Bin2,Maps-Bin1,Maps-Bin2,Messaging-Bin1,Messaging-Bin2,Messenger-Bin1,Messenger-Bin2,Phone-Bin1,Phone-Bin2,Photos-Bin1,Photos-Bin2,Settings-Bin1,Settings-Bin2,Twitter-Bin1,Twitter-Bin2,WhatsApp-Bin1,WhatsApp-Bin2,YouTube-Bin1,YouTube-Bin2
1,Day1,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.048476270834986304,-0.31450958576368904,-0.3078222674995884,-0.20974413141687723,-0.32867545304542944,-0.5374842281512163,-0.49220070054248233,-0.19915787788584183,-0.31815358038871294,-0.2994459189321334,-0.40607660405267987,-0.21481245363310394,-0.36951537105309973,0,0,-0.4545412583352489,-0.5732136272940891,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,1.6935905744322937,-0.4807152394765442,-0.7153551742724522,-0.23041472397612706,-0.3623853253369198,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,0.010867611361376647,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,-0.39586795822978976,-0.26810438083588556,-0.34309400908316673
1,Day2,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.12153683095091826,-0.31450958576368904,-0.3078222674995884,-0.20974413141687723,-0.32867545304542944,-0.5374842281512163,-0.47189966965328084,-0.19915787788584183,-0.31815358038871294,-0.2994459189321334,-0.40607660405267987,-0.21481245363310394,-0.36951537105309973,0,0,-0.4545412583352489,-0.6215880479039688,0,0,-0.13244531292827638,-0.21182646441710234,-0.1293352138546844,0.028493637424728387,-0.4205227404179877,-0.5536694260429255,-0.23041472397612706,-0.3623853253369198,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,-0.39586795822978976,-0.26810438083588556,-0.34309400908316673
1,Day3,-0.16519254866781813,5.409342320039251,-0.16626520637873993,-0.25290617838119644,-0.23289337538166172,-0.12153683095091826,0.4433224590707131,-0.27925131354042715,-0.20974413141687723,-0.32867545304542944,-0.5374842281512163,-0.16385359224757137,-0.19915787788584183,-0.31815358038871294,-0.2994459189321334,-0.40607660405267987,-0.21481245363310394,-0.35314476067832584,0,0,-0.4545412583352489,-0.48514737438892347,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,6.216955515607927,-0.08946399559592673,-0.3817179160210479,-0.23041472397612706,-0.3623853253369198,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,-0.17807098277475694,-0.22624146143946114,1.8659301232461971
1,Day4,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.12153683095091826,1.8252514820040346,-0.09830193846573919,-0.20974413141687723,-0.32867545304542944,-0.5302811561599109,-0.20622096105981796,-0.19915787788584183,-0.31815358038871294,-0.2994459189321334,-0.40607660405267987,-0.14777085562017164,3.4448368462692205,0,0,-0.4545412583352489,-0.6352321152554733,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,-0.0071234093561821045,-0.4807152394765442,-0.7589846618899436,-0.23041472397612706,0.4524971045822232,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2518870811092409,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,-0.39586795822978976,-0.26810438083588556,-0.14911160319761324
1,Day5,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,3.567761264993128,-0.08147136250024589,-0.31450958576368904,-0.3078222674995884,-0.20974413141687723,-0.32867545304542944,-0.5374842281512163,-0.30066488737045094,-0.19915787788584183,-0.31815358038871294,-0.2994459189321334,-0.40607660405267987,-0.21481245363310394,-0.36951537105309973,0,0,-0.4545412583352489,-0.6079439805524642,0,0,-0.13244531292827638,-0.2317689382663147,14.993215308880478,2.797719024640519,-0.26772639665395953,-0.41636486207023216,-0.23041472397612706,-0.3623853253369198,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,-0.39586795822978976,-0.23321861467219854,-0.34309400908316673
1,Day6,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.12153683095091826,-0.21049342274720248,-0.3078222674995884,-0.20974413141687723,-0.32867545304542944,0.17129805579323043,-0.41629249808720725,-0.19915787788584183,-0.31815358038871294,-0.2994459189321334,-0.40607660405267987,-0.21481245363310394,-0.36951537105309973,0,0,-0.4545412583352489,-0.6240687874224242,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,1.898388593422529,-0.4807152394765442,-0.49977417663308327,-0.23041472397612706,-0.3623853253369198,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,-0.3874371075670143,-0.26810438083588556,-0.12535865553815773
1,Day7,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.12153683095091826,-0.09904753380096688,-0.3078222674995884,-0.20974413141687723,-0.32867545304542944,-0.5374842281512163,-0.6404864913853454,-0.19915787788584183,-0.31815358038871294,-0.2994459189321334,-0.40607660405267987,-0.21481245363310394,-0.36951537105309973,0,0,-0.4545412583352489,-0.6451550733292948,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,0.6250791710049791,-0.37422081806525187,-0.6370787406057766,-0.23041472397612706,-0.3623853253369198,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,-0.39586795822978976,-0.26810438083588556,-0.34309400908316673
2,Day1,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.11446645416550548,-0.31450958576368904,0.17788394980615296,-0.20974413141687723,-0.061595348996324774,-0.5374842281512163,0.7082080824711707,-0.19915787788584183,-0.31815358038871294,-0.2994459189321334,0.023211942374669593,-0.21481245363310394,-0.28766231917923024,0,0,-0.4545412583352489,2.842764689618955,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,-0.2742512602130108,-0.4807152394765442,1.9845401771158355,-0.23041472397612706,1.8742474799680817,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,6.811577298836185,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,-0.39586795822978976,-0.26810438083588556,0.2111414363041289
2,Day2,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.12153683095091826,-0.21049342274720248,-0.3078222674995884,-0.20974413141687723,-0.32867545304542944,-0.4971470249999063,1.0118408922922713,-0.19915787788584183,1.661261211758232,-0.21675868293509462,-0.34394273549082666,-0.21481245363310394,-0.36951537105309973,0,0,0.0759887136737243,4.272911022008476,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,-0.2742512602130108,1.5611995362791047,2.178306430946459,-0.23041472397612706,2.530733559340881,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,-0.39586795822978976,-0.01343828784097028,0.8260788590433663
2,Day3,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,0.06454916169114792,-0.1026824928564842,0.21300095524849283,-0.1554438463840617,-0.20974413141687723,-0.32867545304542944,-0.3271545260051,0.03827406312752167,-0.19915787788584183,4.322266946484078,-0.2994459189321334,-0.25921473290648134,-0.21481245363310394,-0.36951537105309973,0,0,0.14845134399690113,1.2191206747899157,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,-0.2742512602130108,2.332126543452156,2.138526604001099,-0.23041472397612706,-0.15627923065011082,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,-0.3424725706988785,0.12145334132528622,-0.34309400908316673
2,Day4,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.10739607738009271,-0.31450958576368904,-0.3078222674995884,-0.20974413141687723,-0.32867545304542944,-0.5374842281512163,0.010029150586023954,-0.19915787788584183,3.6033285549967435,-0.2994459189321334,-0.32134860146833455,-0.21481245363310394,-0.36951537105309973,0,0,0.6194584410975504,-0.24823675037643564,0,0,-0.13244531292827638,-0.2217977013417085,-0.1293352138546844,-0.2742512602130108,2.0056979908653685,2.1731735500502833,-0.23041472397612706,-0.3623853253369198,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,-0.39586795822978976,0.07028755095187858,0.04751001909454639
2,Day5,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.10032570059467995,-0.2773609561149439,-0.21258575430238422,-0.20974413141687723,-0.19513540102087712,-0.3818978731390207,0.8035346622987255,-0.19915787788584183,-0.23412182034473888,-0.2994459189321334,-0.3665368695133187,-0.21481245363310394,-0.36951537105309973,0,0,-0.12587147079798258,2.9990512792816437,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,-0.2742512602130108,0.19992301910867202,0.4613577711757701,-0.23041472397612706,-0.3318510890870222,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,-0.39586795822978976,-0.26810438083588556,0.2718434136560708
2,Day6,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.12153683095091826,-0.31450958576368904,-0.23163305694182507,-0.20974413141687723,-0.11501136980614571,0.5256891977654538,0.4531212160807694,-0.19915787788584183,0.9329859580437898,-0.2994459189321334,-0.2705117999177274,-0.21481245363310394,-0.36951537105309973,0,0,-0.08705220455342355,0.6212624508421715,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,-0.2742512602130108,0.7046139727534922,0.7757467260665165,-0.23041472397612706,2.864701768324136,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,-0.3705754062414634,0.8331229710645016,-0.058058637169700396
2,Day7,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.12153683095091826,-0.2476420523959477,-0.3078222674995884,0.7327867769457344,0.6862289423411684,-0.5374842281512163,-0.6166548464284567,-0.19915787788584183,-0.09406888693811544,-0.24038360750567714,-0.40607660405267987,-0.21481245363310394,-0.36951537105309973,0,0,-0.4545412583352489,-0.48390700462969577,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,-0.2742512602130108,0.19992301910867202,-0.27136097675327564,6.013879676100791,-0.2612406677591339,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,-0.39586795822978976,1.166863467363774,-0.34309400908316673
3,Day1,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.12153683095091826,-0.31450958576368904,-0.2506803595812659,-0.20974413141687723,-0.32867545304542944,-0.5374842281512163,-0.3103740760565908,-0.19915787788584183,-0.31815358038871294,-0.2994459189321334,-0.23097206537836626,-0.21481245363310394,-0.07484438430716943,0,0,-0.4545412583352489,-0.250717489894891,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,-0.2742512602130108,-0.4807152394765442,-0.5177392597696974,-0.23041472397612706,0.23112389177046536,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,-0.1162447445810702,-0.26810438083588556,-0.34309400908316673
3,Day2,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.12153683095091826,-0.09161780787121784,0.5588300025949697,-0.20974413141687723,-0.32867545304542944,0.49687690980023236,-0.0747055870384692,-0.19915787788584183,-0.31815358038871294,-0.004134361799851958,-0.25356619940085834,-0.19246525429545985,-0.05847377393239552,0,0,-0.34325936176751304,-0.21474676687728816,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,-0.2742512602130108,-0.3163434151243322,-0.4882251946166885,2.678029579231653,-0.3623853253369198,-0.14616032811835325,-0.1975707210572924,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,4.577188043914669,-0.01788482018202313,0.41914521258874887,1.0728455930610432
3,Day3,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.12153683095091826,0.04211725886426489,-0.14592019506434128,-0.20974413141687723,-0.32867545304542944,-0.5374842281512163,0.401044658582383,-0.19915787788584183,-0.31815358038871294,-0.2994459189321334,0.47509462282451115,-0.21481245363310394,-0.35314476067832584,0,0,-0.44677740508633706,-0.3015726500232261,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,-0.2742512602130108,-0.31171322288905856,-0.6383619608298204,-0.23041472397612706,-0.20017219525933866,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,-0.09468597510299041,4.246720473405232,-0.26810438083588556,1.1282691375997729
3,Day4,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.12153683095091826,-0.09904753380096688,-0.3078222674995884,-0.20974413141687723,-0.32867545304542944,-0.5374842281512163,2.641219284529921,-0.19915787788584183,-0.31815358038871294,-0.18132129607922085,-0.19143233083900513,-0.19246525429545985,-0.05847377393239552,0,0,-0.187982296789277,-0.013806865882403195,0,0,-0.13244531292827638,-0.03234419977419128,-0.1293352138546844,-0.2742512602130108,-0.4575642783001763,1.1388980494709298,-0.23041472397612706,-0.3623853253369198,-0.14616032811835325,0.18025376542677277,-0.19462141669166214,0.6291139465863592,-0.2656856578323009,-0.34777917173255746,-0.34912175597648987,0.06642368644573152,-0.26810438083588556,2.9849578796472134
3,Day5,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.12153683095091826,-0.2550717783256967,0.13026569320755088,-0.20974413141687723,-0.32867545304542944,-0.42223507629033064,-0.2909556986843111,-0.19915787788584183,-0.31815358038871294,0.6573635261764585,-0.31005153445708855,-0.21481245363310394,-0.33677415030355196,0,0,-0.4545412583352489,0.07301901726353476,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,-0.2742512602130108,-0.27235658888923314,0.8899533260064204,-0.23041472397612706,-0.3623853253369198,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,-0.12175361136612865,0.8153642536556186,-0.26810438083588556,1.039855387978466
3,Day6,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,-0.23289337538166172,-0.12153683095091826,0.09412534037250818,-0.3078222674995884,-0.20974413141687723,-0.32867545304542944,-0.2724111788711793,-0.27418528186279684,-0.19915787788584183,-0.31815358038871294,-0.004134361799851958,0.6953874295438088,-0.21481245363310394,-0.36951537105309973,0,0,1.2276269455956417,0.9921330088512492,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,-0.2742512602130108,-0.34875476077124723,0.14055271516480436,-0.23041472397612706,-0.16582117947820382,-0.14616032811835325,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,0.13268216950737077,-0.0010231188564721989,-0.26810438083588556,-0.34309400908316673
3,Day7,-0.16519254866781813,-0.2918628319273827,-0.16626520637873993,-0.34618646547430715,1.3865159931258575,-0.09325532380926718,-0.13619616344971208,-0.3078222674995884,-0.20974413141687723,-0.32867545304542944,-0.389100945130326,-0.6404864913853454,-0.19915787788584183,-0.31815358038871294,-0.2640085320762596,-0.2705117999177274,-0.21481245363310394,-0.36951537105309973,0,0,-0.32773165526968945,-0.6451550733292948,0,0,-0.13244531292827638,-0.2317689382663147,-0.1293352138546844,-0.2742512602130108,-0.4807152394765442,-0.7641175427861191,-0.23041472397612706,-0.3623853253369198,3.2746917398219195,-0.22555772005611202,-0.19462141669166214,-0.2982555562511146,-0.2656856578323009,-0.34777917173255746,-0.208370047408171,-0.37619597334998034,-0.26810438083588556,-0.34309400908316673
