Person,Day,Calculator-Bin1,Calendar-Bin1,Camera-Bin1,Clock-Bin1,Contacts-Bin1,Facebook-Bin1,Gallery-Bin1,Gmail-Bin1,Google Play Store-Bin1,Instagram-Bin1,Maps-Bin1,Messaging-Bin1,Messenger-Bin1,Phone-Bin1,Photos-Bin1,Settings-Bin1,Twitter-Bin1,WhatsApp-Bin1,YouTube-Bin1
11,Day6,1.4140539023407073,-0.2838052302101075,-0.4985628160789108,-0.2975597802085499,-0.13195002958077973,0.848321429044764,-0.3277954749282247,-0.3677488758798511,-0.3106770538803314,-0.738553104003879,-0.37630474038192785,3.0953505437623754,0.11674616480457661,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,5.822729772316005,-0.4006966456396723,3.5130761097743566
11,Day7,-0.22212970997654927,-0.2838052302101075,-0.46570329851518927,-0.3774416003987646,-0.13195002958077973,0.3454408141607674,-0.3277954749282247,-0.20163790349686567,-0.3106770538803314,-0.738553104003879,-0.37630474038192785,3.9117543725256656,4.377124561861565,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,1.5555750014128222,-0.4006966456396723,3.672164121567588
12,Day6,-0.22212970997654927,-0.2838052302101075,-0.4985628160789108,-0.30554796222757136,-0.03666171480976326,-0.8513676821722609,-0.3277954749282247,-0.3286639412015016,-0.3106770538803314,1.6274782015144724,-0.37630474038192785,-0.31983493839245547,-0.45904991292079134,-0.3743545865510647,-0.3109833714375577,1.7064752423313705,-0.419834975338099,-0.4006966456396723,-0.4742571794381571
12,Day7,-0.22212970997654927,-0.2838052302101075,-0.35890986643309425,-0.12181977579007748,0.006053736639313084,-0.4424317975413185,-0.23630610460316842,-0.3677488758798511,-0.3106770538803314,0.7076723093726365,-0.37630474038192785,-0.31983493839245547,-0.3582428844762907,-0.4182671480233303,-0.3109833714375577,0.18844431537985126,-0.419834975338099,-0.4006966456396723,-0.47628377831450397
13,Day6,-0.22212970997654927,-0.2838052302101075,1.2840660117529823,-0.25761887011344253,-0.01694689106403572,0.2522855354224446,3.2059814538770732,-0.3677488758798511,-0.3106770538803314,0.09229196982077836,-0.3460600961345743,-0.31983493839245547,0.9334539545752765,0.38094147077190454,-0.3109833714375577,-0.4139489096009103,1.1954917518176797,-0.10278162521390313,-0.47628377831450397
13,Day7,0.26872537371862765,0.15163157759835882,1.1361981827162353,-0.09785522973301305,-0.13195002958077973,0.6675370321712394,0.06103434895326442,-0.3677488758798511,-0.10881177071699569,-0.2129497370656871,-0.028491331537362063,-0.31983493839245547,1.655334793860048,-0.4446146849066897,-0.3109833714375577,-0.07660870361168381,0.9885280149008457,-0.4006966456396723,-0.1743205457388168
14,Day6,-0.18940603773020412,-0.2838052302101075,-0.1699676404416955,-0.40140614645582906,-0.13195002958077973,-0.057179458352322604,-0.3277954749282247,1.161449193410574,-0.3106770538803314,-0.25457360618656877,-0.04361365366103884,1.7242906786637207,2.5463664096872867,-0.45339719720114285,0.5162503799287669,0.21254004437908175,-0.419834975338099,-0.4006966456396723,-0.41649911146227064
14,Day7,-0.09123502099116874,-0.2838052302101075,1.0704791475887923,1.0604311630251007,-0.13195002958077973,0.16860367486090042,-0.3277954749282247,5.602474896238038,0.06552642837861242,0.691349223442879,-0.37630474038192785,-0.27621030632113464,-0.23607843475117557,-0.45339719720114285,1.3671193813341291,-0.5344275545970626,-0.419834975338099,-0.4006966456396723,-0.47628377831450397
15,Day6,0.3996200627040082,-0.2838052302101075,4.200348195533268,-0.21767796001833517,-0.08923457813170338,0.2767585323791226,3.143082511778597,-0.3677488758798511,-0.3106770538803314,2.8337542517235526,2.63303736222975,-0.31983493839245547,-0.058384689696462606,-0.41387589187610374,-0.3109833714375577,0.7185503533629215,-0.419834975338099,0.6101897586205832,-0.47628377831450397
15,Day7,1.1849881966162914,-0.02576860336064598,4.9068278231532805,0.32551841727512504,-0.13195002958077973,-0.22375372796067944,0.8558482536521906,-0.3677488758798511,-0.3106770538803314,2.602782585817484,-0.03857287961981325,-0.31983493839245547,-0.3505542128152695,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,-0.3087812628461392,-0.1186897088288714,-0.47628377831450397
16,Day6,-0.22212970997654927,-0.2838052302101075,-0.48213305729705,-0.19371341396127073,-0.05637653855549081,0.7449032806149312,-0.3277954749282247,-0.3677488758798511,-0.2923256645018463,-0.3549605846545774,-0.37630474038192785,-0.31983493839245547,1.0795387161346799,1.3514090793089755,-0.3109833714375577,1.4414222233398355,-0.419834975338099,0.017252096608130076,-0.47628377831450397
16,Day7,-0.22212970997654927,-0.09027776007301136,-0.4410586603423981,-0.19371341396127073,-0.09909199000456716,1.8367147254886635,-0.11050822040621607,-0.3677488758798511,-0.3106770538803314,-0.6112330337517704,2.1944900206431233,-0.31983493839245547,3.76459371953354,0.710285681813897,-0.3109833714375577,-0.5103318255978322,-0.419834975338099,1.4055939393689962,-0.47628377831450397
17,Day6,-0.22212970997654927,-0.2838052302101075,-0.3835545046058854,-0.35347705434170024,-0.13195002958077973,-0.40453812483420415,-0.3277954749282247,0.44814913553069513,-0.3106770538803314,0.8056108249511816,0.14793575990553362,-0.31983493839245547,-0.5103077239942663,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,-0.419834975338099,-0.4006966456396723,0.44379211154698583
17,Day7,-0.22212970997654927,-0.2838052302101075,-0.4739181779061196,-0.15377250386616337,-0.10894940187743093,-0.3555921309208481,-0.3277954749282247,-0.2309516045056278,-0.3106770538803314,1.6054420355092998,-0.3359785480521231,-0.31983493839245547,-0.3428655411542483,0.19211745644116224,-0.3109833714375577,-0.5344275545970626,-0.419834975338099,-0.4006966456396723,-0.47628377831450397
18,Day6,-0.22212970997654927,-0.2838052302101075,-0.4985628160789108,3.4329212226744783,-0.13195002958077973,-1.0313626275310541,-0.3277954749282247,-0.0794974826270234,-0.27397427512336125,-0.738553104003879,-0.37630474038192785,-0.31983493839245547,-0.5906116280093769,-0.45339719720114285,-0.3109833714375577,-0.4862360965986017,-0.419834975338099,-0.4006966456396723,-0.47628377831450397
18,Day7,-0.22212970997654927,-0.2838052302101075,-0.4985628160789108,6.021092196837436,-0.05637653855549081,-1.0360993366194433,-0.3277954749282247,0.032871704573231464,-0.2923256645018463,-0.738553104003879,-0.37126396634070225,-0.31983493839245547,-0.31211085451016335,1.6061019358481161,-0.3109833714375577,-0.4862360965986017,-0.419834975338099,-0.4006966456396723,-0.47628377831450397
19,Day6,-0.09123502099116874,-0.2838052302101075,4.849323667416768,0.005991136514266106,-0.08266297021646087,0.2009711869648939,-0.3277954749282247,0.5947176405745058,-0.3106770538803314,2.489337138605669,-0.27548925955741604,-0.31983493839245547,1.0863730909444766,-0.42704966031778346,2.8561401337935135,-0.26937453560552754,-0.419834975338099,-0.3254947958234587,-0.47628377831450397
19,Day7,0.7595804574138046,-0.2838052302101075,0.3804292787506401,0.45332932957946864,-0.08594877417408213,-0.04612713714608092,-0.3277954749282247,1.1516779597409865,-0.017054823824570367,3.6295046907992305,-0.37630474038192785,-0.31983493839245547,0.08257429075559335,4.851240228648548,0.799873380397221,3.152218982285198,-0.419834975338099,-0.3862347514442466,1.5949002733120214
20,Day6,-0.22212970997654927,-0.2031687843196508,-0.09603372592332204,-0.12181977579007748,-0.09252038208932464,0.9912121532111745,-0.05332736395305591,-0.3677488758798511,-0.3106770538803314,-0.738553104003879,-0.3460600961345743,-0.31983493839245547,-0.14894015592626825,-0.31287700048989275,-0.3109833714375577,-0.5344275545970626,-0.419834975338099,1.6297532993980943,-0.47628377831450397
20,Day7,-0.22212970997654927,0.9902506148591088,0.34756976118691857,-0.3854297824177861,0.10134205141032955,1.6890872922338638,0.6843056842927101,-0.3677488758798511,0.8454604769642278,-0.738553104003879,-0.3258969999696719,-0.31983493839245547,0.7762633339499536,-0.35239830581493187,-0.3109833714375577,-0.5344275545970626,-0.419834975338099,2.056379178163152,-0.47628377831450397
21,Day6,-0.22212970997654927,-0.2838052302101075,-0.18639739922355625,-0.40140614645582906,-0.13195002958077973,-0.46216808540960724,-0.22486993331253638,-0.36286325904505745,-0.3106770538803314,0.7974492819863028,-0.31581545188722077,-0.31983493839245547,0.17056686643172525,-0.45339719720114285,-0.3109833714375577,0.043869941384468494,3.2028717367102257,-0.4006966456396723,-0.24525150641095808
21,Day7,-0.22212970997654927,-0.2838052302101075,-0.4985628160789108,-0.35347705434170024,-0.13195002958077973,-0.10454654923621555,-0.3277954749282247,-0.3677488758798511,-0.30150135919108884,1.1875710357075073,-0.37630474038192785,-0.31983493839245547,-0.4727186625403847,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,1.636341337770611,-0.4006966456396723,-0.4742571794381571
22,Day6,0.0723833402405569,-0.2838052302101075,0.635090539869482,-0.40140614645582906,-0.13195002958077973,0.6335906170377827,0.04959817766263239,0.4432635186959014,-0.3106770538803314,-0.252941297593593,-0.03857287961981325,-0.31983493839245547,-0.11733117243095874,-0.4446146849066897,-0.3109833714375577,-0.5344275545970626,0.39455891626960615,0.3585527996201763,1.0355589834402787
22,Day7,-0.22212970997654927,-0.2838052302101075,0.980115474288558,-0.40140614645582906,-0.13195002958077973,0.8072699502787235,-0.28205078976569653,-0.20163790349686567,-0.30150135919108884,-0.620210731013137,1.1964167604804565,-0.31983493839245547,-0.5974460028191736,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,0.4164331323665073,-0.4006966456396723,-0.47628377831450397
23,Day6,-0.22212970997654927,-0.2838052302101075,-0.17818251983262587,-0.40140614645582906,-0.02680430293689949,0.6178015867431518,-0.2992050467016446,0.16966897594745478,-0.3106770538803314,0.09229196982077836,-0.37630474038192785,-0.31983493839245547,-0.5769428783897836,-0.1811393160730958,-0.3109833714375577,-0.5344275545970626,-0.419834975338099,-0.4006966456396723,-0.47628377831450397
23,Day7,-0.22212970997654927,-0.2838052302101075,0.5858012635238997,-0.30554796222757136,-0.10894940187743093,-0.12191448256030962,-0.3277954749282247,0.6044888742440931,-0.3106770538803314,0.08657888974536324,-0.37630474038192785,-0.31983493839245547,-0.16602609295075987,-0.31287700048989275,-0.3109833714375577,-0.5344275545970626,-0.419834975338099,-0.4006966456396723,-0.47628377831450397
24,Day6,0.36689639045766304,-0.12253233842919406,-0.4985628160789108,-0.40140614645582906,9.469169134588535,1.4175159711662109,-0.3277954749282247,-0.35309202537547,-0.24644719105563367,1.9563883829990862,-0.2351630672276113,-0.31983493839245547,0.8915934088652719,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,1.8113350665458203,-0.4006966456396723,4.123082371554772
24,Day7,0.10510701248690203,-0.2838052302101075,-0.4985628160789108,-0.40140614645582906,-0.033375910852142004,1.4940927680951712,-0.05332736395305591,-0.19186666982727826,1.1574340963984737,1.675631305007257,-0.37630474038192785,-0.31983493839245547,1.0188836396977345,-0.2953119759009865,-0.3109833714375577,-0.5344275545970626,1.2039049118549496,0.5884969173274447,-0.4438581962929537
25,Day6,0.23600170147228255,-0.25155065185392483,-0.10424860531425244,0.1577665948756741,0.025768560385040627,1.0196324077415102,-0.3277954749282247,0.34066556516523394,-0.3106770538803314,1.1794094927426286,0.14793575990553362,-0.31983493839245547,-0.4650299908793634,1.8651860485344836,-0.16917187120333063,-0.028417245613222893,-0.419834975338099,6.794095716584607,-0.47628377831450397
25,Day7,-0.22212970997654927,-0.2838052302101075,-0.36712474582402466,0.17374295891371705,-0.13195002958077973,-0.45743137632121794,-0.3277954749282247,-0.3677488758798511,-0.3106770538803314,0.4277313856772952,-0.05369520174349002,-0.31983493839245547,-0.26512452769281136,0.40289775150803736,-0.07463087104717928,0.2848272313767731,-0.419834975338099,4.305203725551847,-0.47628377831450397
26,Day6,-0.22212970997654927,-0.2838052302101075,-0.4985628160789108,-0.40140614645582906,-0.11552100979267345,1.7230337073673203,0.59853439961297,-0.33354955803629527,-0.3106770538803314,-0.24314744603573848,-0.2855708076398672,-0.31983493839245547,-0.5222678799114104,-0.36557207425661153,-0.3109833714375577,-0.5344275545970626,-0.419834975338099,-0.4006966456396723,-0.3861001283170672
26,Day7,-0.22212970997654927,-0.2838052302101075,-0.005670052623087846,-0.3614652363607217,-0.13195002958077973,0.3604403929406668,-0.28205078976569653,-0.3677488758798511,-0.16386593885245088,-0.5312499126959586,-0.37630474038192785,-0.31983493839245547,0.0056875741453810075,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,-0.419834975338099,-0.4006966456396723,-0.4651374844945961
27,Day6,-0.22212970997654927,-0.2838052302101075,-0.4328437809514677,-0.40140614645582906,0.27877546512187745,-1.038467691163638,-0.2934869610563286,-0.20652352033165935,0.1664590699602803,-0.738553104003879,-0.37630474038192785,-0.31983493839245547,-0.2813561678660784,-0.35239830581493187,-0.3109833714375577,-0.5344275545970626,-0.419834975338099,-0.4006966456396723,-0.4742571794381571
27,Day7,-0.22212970997654927,-0.2838052302101075,-0.4739181779061196,-0.40140614645582906,-0.13195002958077973,-1.0368887881341748,-0.3277954749282247,-0.3140070906971205,-0.3106770538803314,-0.738553104003879,-0.37630474038192785,-0.31983493839245547,-0.6239292052071356,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,-0.419834975338099,-0.4006966456396723,-0.47121728112363676
28,Day6,-0.22212970997654927,-0.2838052302101075,0.8651071628155327,-0.40140614645582906,-0.13195002958077973,-1.038467691163638,2.2110345515920864,-0.3677488758798511,1.3225966008048393,-0.738553104003879,-0.37630474038192785,-0.31983493839245547,-0.6828756879416318,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,-0.419834975338099,0.0852229993266308,0.6099732194074311
28,Day7,-0.22212970997654927,-0.2838052302101075,1.0047601124613492,-0.40140614645582906,-0.13195002958077973,-1.038467691163638,-0.3277954749282247,-0.3677488758798511,-0.3106770538803314,-0.738553104003879,-0.37630474038192785,-0.31983493839245547,-0.26512452769281136,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,-0.419834975338099,-0.4006966456396723,0.8764709716470476
29,Day6,-0.22212970997654927,-0.2838052302101075,-0.4985628160789108,-0.40140614645582906,-0.13195002958077973,0.9391083532388922,-0.3163593036375926,-0.21629475400124673,-0.3106770538803314,-0.738553104003879,-0.37630474038192785,-0.31983493839245547,0.8369184103868988,-0.45339719720114285,-0.3109833714375577,-0.052512974612453356,-0.419834975338099,-0.4006966456396723,0.89775025984869
29,Day7,-0.22212970997654927,-0.2838052302101075,-0.4985628160789108,-0.3135361442465928,-0.13195002958077973,2.544852734202863,-0.3277954749282247,-0.3140070906971205,-0.3106770538803314,-0.738553104003879,-0.37630474038192785,-0.31983493839245547,0.4012270162623623,-0.45339719720114285,-0.3109833714375577,-0.293470264604758,-0.419834975338099,-0.4006966456396723,1.7286557991509164
30,Day6,-0.22212970997654927,-0.12253233842919406,-0.4985628160789108,4.966652170326602,-0.13195002958077973,-1.038467691163638,-0.3277954749282247,0.43349228502631404,-0.12716316009548076,-0.738553104003879,-0.3410193220933487,-0.31983493839245547,0.3397176429741924,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,-0.419834975338099,-0.34574144769705467,0.6018668239020435
30,Day7,-0.22212970997654927,-0.21929607349774213,-0.4985628160789108,0.12581386679958823,-0.13195002958077973,-1.038467691163638,-0.3277954749282247,0.03775732140802515,-0.3106770538803314,-0.738553104003879,-0.37630474038192785,-0.31983493839245547,-0.5547311602579444,-0.36118081810938496,-0.3109833714375577,-0.5344275545970626,-0.419834975338099,-0.4006966456396723,0.8004735137840391
31,Day6,0.36689639045766304,-0.2838052302101075,-0.13710812287797397,-0.40140614645582906,-0.13195002958077973,-0.5584811702068562,-0.04760927830773989,0.9171683516708894,2.7081264988804614,-0.7369207954109032,2.8346683238787733,-0.31983493839245547,-0.7059417029246954,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,3.29036860109783,0.015805907188587508,-0.38914002663158753
31,Day7,-0.22212970997654927,-0.2838052302101075,1.2101320972346088,-0.3774416003987646,-0.13195002958077973,-0.44006344299712385,0.9130291101053508,-0.25049407184480255,0.15728337527103775,-0.738553104003879,2.9354838047032854,-0.31983493839245547,-0.6991073281148987,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,1.0238632870573783,0.3296290112293249,-0.3557011451718638
32,Day6,-0.22212970997654927,-0.2031687843196508,-0.41641402216960693,-0.1457843218471419,-0.13195002958077973,-0.18033389465044425,-0.3277954749282247,-0.34820640854067636,7.378555095704911,-0.5141106724697132,-0.003287461331234109,-0.31983493839245547,-0.329196791534655,-0.45339719720114285,0.4689798798506912,2.357059925310593,-0.18090123027964006,-0.4006966456396723,-0.22701211652383604
32,Day7,-0.22212970997654927,0.7805958555439213,-0.3506949870421639,0.1338020488186097,-0.13195002958077973,-0.8853140973057175,-0.3277954749282247,-0.133239267809754,-0.3106770538803314,-0.7263107895565608,-0.37630474038192785,-0.31983493839245547,-0.2531643717756672,-0.45339719720114285,-0.003725120930065745,-0.24527880660629706,2.1949751642453177,-0.4006966456396723,-0.35468784573369033
33,Day6,-0.22212970997654927,-0.2838052302101075,-0.10424860531425244,-0.40140614645582906,-0.13195002958077973,-0.9650487002936039,-0.3277954749282247,0.08661348975596206,0.001296565553914697,-0.2774259264882293,0.09248724545205211,-0.08924759744404535,-0.6196577209510127,-0.45339719720114285,-0.07463087104717928,-0.5344275545970626,-0.38786496719647423,0.03316018022309833,-0.4742571794381571
33,Day7,-0.22212970997654927,-0.2838052302101075,0.5858012635238997,-0.35347705434170024,-0.12537842166553723,-1.0242575638984701,-0.3277954749282247,0.12569842443431156,0.14810768058179521,-0.5459406900327403,6.8975322011066,0.1351076532084618,-0.6145319398436652,-0.45339719720114285,-0.3109833714375577,-0.5103318255978322,-0.34748179901757975,-0.2546315142658728,-0.47628377831450397
34,Day6,-0.22212970997654927,-0.2838052302101075,-0.08781884653239166,-0.40140614645582906,-0.13195002958077973,-0.5166402399260841,-0.3277954749282247,-0.3677488758798511,-0.3106770538803314,-0.738553104003879,-0.37630474038192785,-0.31983493839245547,-0.6119690492899914,-0.45339719720114285,-0.3109833714375577,2.2365812803144407,-0.419834975338099,-0.2850014920762668,-0.47628377831450397
34,Day7,-0.05851134874482362,-0.25155065185392483,-0.04674444957773976,-0.25761887011344253,-0.13195002958077973,-0.23164824310799492,-0.3277954749282247,-0.3677488758798511,-0.3106770538803314,-0.738553104003879,-0.37630474038192785,-0.31983493839245547,-0.30613077655159127,-0.45339719720114285,-0.3109833714375577,0.7667418113613824,-0.419834975338099,-0.3095867122084905,-0.4702039816854633
35,Day6,-0.22212970997654927,-0.2838052302101075,-0.4985628160789108,-0.40140614645582906,-0.13195002958077973,-1.038467691163638,-0.3277954749282247,-0.3677488758798511,-0.3106770538803314,-0.22355974292002948,-0.37630474038192785,-0.31983493839245547,-0.5948831122654998,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,-0.3525296950399416,-0.4006966456396723,-0.47628377831450397
35,Day7,-0.22212970997654927,-0.2838052302101075,-0.4985628160789108,2.7858784791337388,-0.13195002958077973,-1.038467691163638,-0.3277954749282247,-0.3677488758798511,1.5795160521036302,-0.6961130805865094,-0.37630474038192785,-0.31983493839245547,-0.7059417029246954,-0.45339719720114285,-0.3109833714375577,-0.5344275545970626,0.7546421658647485,-0.4006966456396723,0.5015501795228723
