User,Day,Calculator-Bin1,Calendar-Bin1,Camera-Bin1,Clock-Bin1,Contacts-Bin1,Facebook-Bin1,Gallery-Bin1,Gmail-Bin1,Google Play Store-Bin1,Google Search-Bin1,Instagram-Bin1,Internet-Bin1,Maps-Bin1,Messaging-Bin1,Messenger-Bin1,Phone-Bin1,Photos-Bin1,Settings-Bin1,Twitter-Bin1,WhatsApp-Bin1,YouTube-Bin1
12,Day4,-0.21735523715770838,-0.28768489111739254,-0.3630508571662854,-0.10508493548870226,0.013078775267053144,-0.4118994116440966,-0.22032949752484637,-0.3577803010943016,-0.30872427793143714,0,0.7126463610340612,0,-0.37930662238064144,-0.3151877170887094,-0.3576594607734327,-0.4042451131719301,-0.32970839962926346,0.08345041044628783,-0.40235060034958264,-0.38645104935988467,-0.4626134319041265
13,Day3,-0.21735523715770838,-0.28768489111739254,1.3129591619273144,-0.24533707381343337,-0.010772780680493758,0.29270261750302384,3.3382605820105993,-0.3577803010943016,-0.30872427793143714,0,0.1083638243911526,0,-0.3485057838715367,-0.3151877170887094,0.9031994300735466,0.323541502448757,-0.32970839962926346,-0.3655490805418912,1.2634913102243375,-0.09776994974281983,-0.4626134319041265
13,Day4,0.29094795525047573,0.15913772013001606,1.1621182602088904,-0.08033455813727913,-0.13003056041822827,0.7138624667432345,0.08705702097323198,-0.3577803010943016,-0.10570450820478554,0,-0.1913731367553299,0,-0.02509697952593716,-0.3151877170887094,1.6078460985693783,-0.4282380785220627,-0.32970839962926346,-0.11410936558851094,1.050055315432054,-0.38645104935988467,-0.1544203719268087
14,Day3,-0.18346835766382943,-0.28768489111739254,-0.1703097049705214,-0.3938393379219722,-0.13003056041822827,-0.021165559117057083,-0.3149099647550243,1.2217236439134096,-0.30872427793143714,0,-0.23224635872985025,0,-0.040497398780489524,1.7325865024600244,2.4776052408666,-0.43623573363877355,0.44535239054400505,0.101410390085815,-0.40235060034958264,-0.38645104935988467,-0.4015953428482146
14,Day4,-0.08180771918219261,-0.28768489111739254,1.0950778594451465,1.1159336805148392,-0.13003056041822827,0.20783010035575708,-0.3149099647550243,5.808845324462961,0.06963074746823177,0,0.6966176465342493,0,-0.37930662238064144,-0.2714852185007791,-0.23841156302798425,-0.43623573363877355,1.2425577747222243,-0.455348978739527,-0.40235060034958264,-0.38645104935988467,-0.4626134319041265
15,Day3,0.4264954732259915,-0.28768489111739254,4.2878769458184545,-0.20408644489439481,-0.0857348136584983,0.31752382534797924,3.273236510789852,-0.3577803010943016,-0.30872427793143714,0,2.800386424634561,0,2.685376809275278,-0.3151877170887094,-0.06496007539824107,-0.4002462856135747,-0.32970839962926346,0.4785699625158854,-0.40235060034958264,0.5931027789523887,-0.4626134319041265
15,Day4,1.2397805810790863,-0.022901121489298536,5.008561254028702,0.3569221084045296,-0.13003056041822827,-0.19010990928755983,0.9087248300354029,-0.3577803010943016,-0.30872427793143714,0,2.5735801144622226,0,-0.03536392569563873,-0.3151877170887094,-0.3501543483279149,-0.43623573363877355,-0.32970839962926346,-0.455348978739527,-0.28782396899762563,-0.11318495991654659,-0.4626134319041265
16,Day3,-0.21735523715770838,-0.28768489111739254,-0.48875160859830535,-0.17933606754297168,-0.05166116230485988,0.7923295108982548,-0.3149099647550243,-0.3577803010943016,-0.2902679352290143,0,-0.3308229529036934,0,-0.37930662238064144,-0.3151877170887094,1.0457965665383835,1.2072823928453056,-0.32970839962926346,1.0173693517017002,-0.40235060034958264,0.018543308840754846,-0.4626134319041265
16,Day4,-0.21735523715770838,-0.08909706389632203,-0.4468513581209654,-0.17933606754297168,-0.09595690906458984,1.8996756544328768,-0.09028135508335168,-0.3577803010943016,-0.30872427793143714,0,-0.5824737705507402,0,2.2387646508932595,-0.3151877170887094,3.6667486127897426,0.6234535693254138,-0.32970839962926346,-0.43738899909999984,-0.40235060034958264,1.3638532876387268,-0.4626134319041265
17,Day3,-0.21735523715770838,-0.28768489111739254,-0.38819100745268936,-0.3443385832191259,-0.13003056041822827,-0.3734665736906173,-0.3149099647550243,0.48495822547530787,-0.30872427793143714,0,0.8088186480329326,0,0.15457457844384037,-0.3151877170887094,-0.5060939069181167,-0.43623573363877355,-0.32970839962926346,-0.455348978739527,-0.40235060034958264,-0.38645104935988467,0.47644461661736526
17,Day4,-0.21735523715770838,-0.28768489111739254,-0.48037155850283736,-0.13808543862393313,-0.10617900447068136,-0.3238241580007066,-0.3149099647550243,-0.21648282358562457,-0.30872427793143714,0,1.5942256585237156,0,-0.33823883770183516,-0.3151877170887094,-0.3426492358823972,0.15159191743947378,-0.32970839962926346,-0.455348978739527,-0.40235060034958264,-0.38645104935988467,-0.4626134319041265
18,Day3,-0.21735523715770838,-0.28768489111739254,-0.5055117087892413,3.56622103830573,-0.13003056041822827,-1.0092097681710874,-0.3149099647550243,-0.06004633062958929,-0.27181159252659143,0,-0.7074977436492731,0,-0.37930662238064144,-0.3151877170887094,-0.5844806369046353,-0.43623573363877355,-0.32970839962926346,-0.4194290194604727,-0.40235060034958264,-0.38645104935988467,-0.4626134319041265
18,Day4,-0.21735523715770838,-0.28768489111739254,-0.5055117087892413,6.239261792259428,-0.05166116230485988,-1.0140138729152723,-0.3149099647550243,0.05601945446682399,-0.2902679352290143,0,-0.7074977436492731,0,-0.37417314929579065,-0.3151877170887094,-0.3126287861003263,1.4392143912299202,-0.32970839962926346,-0.4194290194604727,-0.40235060034958264,-0.38645104935988467,-0.4626134319041265
19,Day6,-0.08180771918219261,-0.28768489111739254,4.949900903360426,0.026917077052221124,-0.07892008338777062,0.24065814944102065,-0.3149099647550243,0.6363483799488904,-0.30872427793143714,0,2.4621805486885298,0,-0.2766371606836257,-0.3151877170887094,1.052467777601066,-0.412242768288641,2.6376671970341077,-0.2577892027047282,-0.40235060034958264,-0.3135800921749945,-0.4626134319041265
19,Day7,0.7992511476586599,-0.28768489111739254,0.3911536514258346,0.488924120945453,-0.08232744852313446,-0.009955981380625622,-0.3149099647550243,1.2116309669485041,-0.013422794692671169,0,3.581786256500391,0,-0.37930662238064144,-0.3151877170887094,0.07263365276958403,4.3943479568545785,0.7110875186034115,2.2925279061081287,-0.40235060034958264,-0.3724374037474058,1.6513013821684828
20,Day4,-0.21735523715770838,-0.20493996310861315,-0.09488925411130938,-0.10508493548870226,-0.08914217879386215,1.0421429575958703,-0.031168563064490465,-0.3577803010943016,-0.30872427793143714,0,-0.7074977436492731,0,-0.3485057838715367,-0.3151877170887094,-0.15335362197878327,-0.30827325177139997,-0.32970839962926346,-0.455348978739527,-0.40235060034958264,1.5810647946321497,-0.4626134319041265
20,Day5,-0.21735523715770838,1.0196849714213216,0.3576334510439626,-0.37733908635435676,0.1118923641926046,1.7499477232391139,0.7313864539788193,-0.3577803010943016,0.8540253123212039,0,-0.7074977436492731,0,-0.3279718915321336,-0.3151877170887094,0.7497615756318506,-0.3442626997965988,-0.32970839962926346,-0.455348978739527,-0.40235060034958264,1.9944673402002764,-0.4626134319041265
21,Day4,-0.21735523715770838,-0.28768489111739254,-0.18706980516145738,-0.3938393379219722,-0.13003056041822827,-0.4319165147448671,-0.20850693912107413,-0.35273396261184886,-0.30872427793143714,0,0.8008042907830266,0,-0.317704945362432,-0.3151877170887094,0.15852549520162032,-0.43623573363877355,-0.32970839962926346,-0.024309467390875136,3.33364693451047,-0.38645104935988467,-0.2268147148745008
21,Day5,-0.21735523715770838,-0.28768489111739254,-0.5055117087892413,-0.3443385832191259,-0.13003056041822827,-0.0692066065589062,-0.3149099647550243,-0.3577803010943016,-0.29949610658022574,0,1.183890567328531,0,-0.37930662238064144,-0.3151877170887094,-0.4694022460733634,-0.43623573363877355,-0.32970839962926346,-0.455348978739527,1.7181273316518033,-0.38645104935988467,-0.46054502210562104
22,Day3,0.08762667828720211,-0.28768489111739254,0.6509352043853425,-0.3938393379219722,-0.13003056041822827,0.6794330494099093,0.07523446256945973,0.4799118869928551,-0.30872427793143714,0,-0.23064348727986905,0,-0.03536392569563873,-0.3151877170887094,-0.12249927081387703,-0.4282380785220627,-0.32970839962926346,-0.455348978739527,0.4375113628981021,0.3492653452952563,1.080420277780968
22,Day4,-0.21735523715770838,-0.28768489111739254,1.0028973083949986,-0.3938393379219722,-0.13003056041822827,0.8555835566966894,-0.26761973113993537,-0.18620479269090806,-0.29949610658022574,0,-0.5912895635256368,0,1.222336980092804,-0.3151877170887094,-0.5911518479673177,-0.43623573363877355,-0.32970839962926346,-0.455348978739527,0.4600696387704573,-0.38645104935988467,-0.4626134319041265
23,Day3,-0.21735523715770838,-0.28768489111739254,-0.1786897550659894,-0.3938393379219722,-0.020994876086585287,0.6634193669292929,-0.2853535687455937,0.19731693197550101,-0.30872427793143714,0,0.1083638243911526,0,-0.37930662238064144,-0.3151877170887094,-0.5711382147792704,-0.18830842502073725,-0.32970839962926346,-0.455348978739527,-0.40235060034958264,-0.38645104935988467,-0.4626134319041265
23,Day4,-0.21735523715770838,-0.28768489111739254,0.6006549038125345,-0.29483782851627965,-0.10617900447068136,-0.08682165728758422,-0.3149099647550243,0.6464410569137959,-0.30872427793143714,0,0.10275377431621842,0,-0.37930662238064144,-0.3151877170887094,-0.17003164963548933,-0.30827325177139997,-0.32970839962926346,-0.455348978739527,-0.40235060034958264,-0.38645104935988467,-0.4626134319041265
24,Day3,0.3926085937321126,-0.12219503509983377,-0.5055117087892413,-0.3938393379219722,9.826290365114922,1.4745123845725123,-0.3149099647550243,-0.34264128564694335,-0.2441270784729571,0,1.9388430202696711,0,-0.2355693760048194,-0.3151877170887094,0.8623382623146167,-0.43623573363877355,-0.32970839962926346,-0.455348978739527,1.8985935386306445,-0.38645104935988467,4.23164260580408
24,Day4,0.12151355778108106,-0.28768489111739254,-0.5055117087892413,-0.3938393379219722,-0.027809606357312975,1.5521787446035018,-0.031168563064490465,-0.17611211572600258,1.1677831382623927,0,1.6631491308729065,0,-0.37930662238064144,-0.3151877170887094,0.986589568357077,-0.29227794153797826,-0.32970839962926346,-0.455348978739527,1.2721675701752433,0.5720823105336704,-0.4295188751280387
25,Day3,0.2570610757565968,-0.25458691991388077,-0.10326930420677738,0.18366946694456765,0.0335229660792362,1.0709675860609797,-0.3149099647550243,0.3739387788613473,-0.30872427793143714,0,1.175876210078625,0,0.15457457844384037,-0.3151877170887094,-0.4618971336278456,1.6751452171728902,-0.19684083559956025,-0.07818940630945662,-0.40235060034958264,6.585337642848356,-0.4626134319041265
25,Day4,-0.21735523715770838,-0.28768489111739254,-0.3714309072617534,0.20016971851218307,-0.13003056041822827,-0.4271124100006822,-0.3149099647550243,-0.3577803010943016,-0.30872427793143714,0,0.4377539073622871,0,-0.050764344950191095,-0.3151877170887094,-0.26676421004438455,0.3435356402405341,-0.10826245957975815,0.1552903290043965,-0.40235060034958264,4.173589232940742,-0.4626134319041265
26,Day6,-0.21735523715770838,-0.28768489111739254,-0.5055117087892413,-0.3938393379219722,-0.11299373474140906,1.784377140572439,0.6427172659505274,-0.3224559317171324,-0.30872427793143714,0,-0.22102625857998193,0,-0.2869041068533273,-0.3151877170887094,-0.517768526277811,-0.35625918247166505,-0.32970839962926346,-0.455348978739527,-0.40235060034958264,-0.38645104935988467,-0.37056919587063225
26,Day7,-0.21735523715770838,-0.28768489111739254,-0.002708703061161391,-0.35258870900293365,-0.13003056041822827,0.40239634249524603,-0.26761973113993537,-0.3577803010943016,-0.16107353631205415,0,-0.503933069501662,0,-0.37930662238064144,-0.3151877170887094,-0.002417471685593299,-0.43623573363877355,-0.32970839962926346,-0.455348978739527,-0.40235060034958264,-0.38645104935988467,-0.4512371780123463
27,Day6,-0.21735523715770838,-0.28768489111739254,-0.4384713080254974,-0.3938393379219722,0.2958900815022521,-1.0164159252873648,-0.2794422895437076,-0.19125113117336082,0.17114063233155757,0,-0.7074977436492731,0,-0.37930662238064144,-0.3151877170887094,-0.2826083363182553,-0.3442626997965988,-0.32970839962926346,-0.455348978739527,-0.40235060034958264,-0.38645104935988467,-0.46054502210562104
27,Day7,-0.21735523715770838,-0.28768489111739254,-0.48037155850283736,-0.3938393379219722,-0.13003056041822827,-1.0148145570393032,-0.3149099647550243,-0.30227057778732136,-0.30872427793143714,0,-0.7074977436492731,0,-0.37930662238064144,-0.3151877170887094,-0.6170027908352121,-0.43623573363877355,-0.32970839962926346,-0.455348978739527,-0.40235060034958264,-0.38645104935988467,-0.4574424074078628
28,Day3,-0.21735523715770838,-0.28768489111739254,0.8855766070584465,-0.3938393379219722,-0.13003056041822827,-1.0164159252873648,2.309698000882414,-0.3577803010943016,1.3338902225841986,0,-0.7074977436492731,0,-0.37930662238064144,-0.3151877170887094,-0.674541986250848,-0.43623573363877355,-0.32970839962926346,-0.455348978739527,-0.40235060034958264,0.08440744321940556,0.6460542200948153
28,Day4,-0.21735523715770838,-0.28768489111739254,1.0280374586814025,-0.3938393379219722,-0.13003056041822827,-1.0164159252873648,-0.3149099647550243,-0.3577803010943016,-0.30872427793143714,0,-0.7074977436492731,0,-0.37930662238064144,-0.3151877170887094,-0.26676421004438455,-0.43623573363877355,-0.32970839962926346,-0.455348978739527,-0.40235060034958264,-0.38645104935988467,0.9180501085982871
29,Day3,-0.21735523715770838,-0.28768489111739254,-0.5055117087892413,-0.3938393379219722,-0.13003056041822827,0.9892978054098361,-0.3030874063512521,-0.20134380813826633,-0.30872427793143714,0,-0.7074977436492731,0,-0.37930662238064144,-0.3151877170887094,0.8089685738131572,-0.43623573363877355,-0.32970839962926346,-0.09614938594898378,-0.40235060034958264,-0.38645104935988467,0.9397684114825947
29,Day4,-0.21735523715770838,-0.28768489111739254,-0.5055117087892413,-0.30308795430008734,-0.13003056041822827,2.6178893136885213,-0.3149099647550243,-0.30227057778732136,-0.30872427793143714,0,-0.7074977436492731,0,-0.37930662238064144,-0.3151877170887094,0.38367886856715233,-0.43623573363877355,-0.32970839962926346,-0.2757491823442554,-0.40235060034958264,-0.38645104935988467,1.787816428869845
30,Day3,-0.21735523715770838,-0.12219503509983377,-0.5055117087892413,5.15024518879681,-0.13003056041822827,-1.0164159252873648,-0.3149099647550243,0.4698192100279496,-0.12416085090720841,0,-0.7074977436492731,0,-0.3433723107866859,-0.3151877170887094,0.32363796900301045,-0.43623573363877355,-0.32970839962926346,-0.455348978739527,-0.40235060034958264,-0.33319919603246495,0.6377805809007934
30,Day4,-0.21735523715770838,-0.22148894871036903,-0.5055117087892413,0.1506689638093368,-0.13003056041822827,-1.0164159252873648,-0.3149099647550243,0.06106579294927674,-0.30872427793143714,0,-0.7074977436492731,0,-0.37930662238064144,-0.3151877170887094,-0.5494567788255525,-0.35226035491330965,-0.32970839962926346,-0.455348978739527,-0.40235060034958264,-0.38645104935988467,0.8404847411543312
31,Day3,0.3926085937321126,-0.28768489111739254,-0.13678950458864939,-0.3938393379219722,-0.13003056041822827,-0.5295999778766269,-0.025257283862604344,0.969406719790772,2.727344096617126,0,-0.7058948721992918,0,2.8907157326693094,-0.3151877170887094,-0.6970573235874012,-0.43623573363877355,-0.32970839962926346,-0.455348978739527,3.4238800379998904,0.01714194427950696,-0.3736718105683905
31,Day4,-0.21735523715770838,-0.28768489111739254,1.2375387110681024,-0.3690889605705491,-0.13003056041822827,-0.40949735927200415,0.9678376220542642,-0.2366681775154356,0.16191246098034615,0,-0.7074977436492731,0,2.993385194366325,-0.3151877170887094,-0.6903861125247188,-0.43623573363877355,-0.32970839962926346,-0.455348978739527,1.0864956072258585,0.32123805407029854,-0.3395430488930499
32,Day3,-0.21735523715770838,-0.20493996310861315,-0.4217112078345614,-0.1298353128401254,-0.13003056041822827,-0.14607228246586482,-0.3149099647550243,-0.3375949471644906,7.424483314383747,0,-0.48710291927685945,0,0.0005703858983167702,-0.3151877170887094,-0.32930681375703236,-0.43623573363877355,0.401063202534104,1.6998485780037325,-0.155944817743857,-0.38645104935988467,-0.20819902668795143
32,Day4,-0.21735523715770838,0.8045481585984953,-0.3546708070708174,0.15891908959314452,-0.13003056041822827,-0.861083205225386,-0.3149099647550243,-0.11555605393656955,-0.30872427793143714,0,-0.6954762077744141,0,-0.37930662238064144,-0.3151877170887094,-0.25508959068469034,-0.43623573363877355,-0.04182867756490656,-0.23982922306520107,2.2942309923919506,-0.38645104935988467,-0.3385088439937972
33,Day6,-0.21735523715770838,-0.28768489111739254,-0.10326930420677738,-0.3938393379219722,-0.13003056041822827,-0.9419523017524987,-0.3149099647550243,0.11152917777380425,0.005033548009751705,0,-0.2546865590295869,0,0.09810637451048171,-0.08418879598107785,-0.6128332839210356,-0.43623573363877355,-0.10826245957975815,-0.455348978739527,-0.3693808125361405,0.03395831901448161,-0.46054502210562104
33,Day7,-0.21735523715770838,-0.28768489111739254,0.6006549038125345,-0.3443385832191259,-0.12321583014750058,-1.00200361105481,-0.3149099647550243,0.15189988563342627,0.1526842896291347,0,-0.5183589125514927,0,7.028295039059043,0.1405669110425637,-0.6078298756240238,-0.43623573363877355,-0.32970839962926346,-0.43738899909999984,-0.3277347647717925,-0.24491322867384802,-0.4626134319041265
