Person,Day,Calculator-Bin1,Calendar-Bin1,Camera-Bin1,Clock-Bin1,Contacts-Bin1,Facebook-Bin1,Gallery-Bin1,Gmail-Bin1,Google Play Store-Bin1,Google Search-Bin1,Instagram-Bin1,Internet-Bin1,Maps-Bin1,Messaging-Bin1,Messenger-Bin1,Phone-Bin1,Photos-Bin1,Settings-Bin1,Twitter-Bin1,WhatsApp-Bin1,YouTube-Bin1
1,Day1,-0.31332976709247473,-0.3431387656594641,-0.0649305960451347,-0.41996679375101237,-0.38024426664989236,-0.6325754667212983,-0.3598814934968733,-0.45440059993239673,-0.3632412428825035,0,-0.6304198140121462,0,-0.2659565497416922,1.2391917020029664,-0.7422113410509915,-0.38956368124378843,-0.2514279663747646,-0.04504015127055925,-0.36119148222225905,-0.4221815484699796,-0.38140585161045665
1,Day2,-0.31332976709247473,-0.3431387656594641,-0.1378186251011193,-0.41996679375101237,-0.38024426664989236,-0.6169434185499386,-0.3598814934968733,-0.45440059993239673,-0.3632412428825035,0,-0.6689704214956168,0,-0.24941824894158698,-0.038981726383787184,-0.5947609676225732,-0.38956368124378843,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,-0.4221815484699796,-0.38140585161045665
1,Day3,4.702226304601527,-0.2795135454653347,-0.1378186251011193,0.17071863762049816,-0.38024426664989236,-0.3797440789062626,-0.3598814934968733,-0.45440059993239673,-0.35195498230163147,0,-0.5602379388499305,0,-0.2659565497416922,4.711448929919922,-0.3260520634142056,-0.38956368124378843,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,-0.23317347189166937,0.9481219263521868
1,Day4,-0.31332976709247473,-0.3431387656594641,-0.1378186251011193,1.3239616226791617,-0.38024426664989236,-0.4089692124440221,-0.3598814934968733,-0.45440059993239673,2.3003162542032976,0,-0.6798436697601855,0,-0.2659565497416922,-0.06632233447762148,-0.7751936614231377,0.3950995076054001,-0.2514279663747646,-0.2895695154540345,-0.36119148222225905,-0.4221815484699796,-0.2671131128031417
1,Day7,-0.31332976709247473,-0.3431387656594641,0.1725433050727507,-0.41996679375101237,-0.38024426664989236,-0.48509049049586084,-0.3598814934968733,-0.45440059993239673,-0.3632412428825035,0,-0.6580971732310482,0,-0.2659565497416922,9.202143809332206,-0.4269391610231234,-0.38956368124378843,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,-0.4221815484699796,-0.3580808028742699
1,Day8,-0.31332976709247473,-0.3431387656594641,-0.1378186251011193,-0.34120873623481096,-0.38024426664989236,-0.23973529963234497,-0.3598814934968733,-0.45440059993239673,-0.3632412428825035,0,-0.6709473757255384,0,-0.2659565497416922,1.3964001985425136,-0.5792398756827397,-0.38956368124378843,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,-0.41486510679598043,-0.2531180835614297
1,Day9,-0.31332976709247473,-0.3431387656594641,-0.1378186251011193,-0.25682510318173807,-0.38024426664989236,-0.7467573837990564,-0.3598814934968733,-0.45440059993239673,-0.3632412428825035,0,-0.6877514866798717,0,-0.2659565497416922,0.4189734591879373,-0.638414038703355,-0.38956368124378843,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,-0.4221815484699796,-0.38140585161045665
2,Day1,-0.31332976709247473,-0.3431387656594641,-0.13076494486989498,-0.13306244137056442,-0.15027230420807502,0.291754338193886,-0.3598814934968733,-0.09925638325482855,-0.3068099399781433,0,2.091846160589856,0,-0.2659565497416922,-0.27137689518137875,1.2988122490371148,1.7641254459956706,-0.2514279663747646,6.2839551570076235,-0.36119148222225905,-0.4221815484699796,-0.05485516930384249
2,Day2,-0.31332976709247473,-0.3431387656594641,-0.1378186251011193,-0.34120873623481096,-0.38024426664989236,0.5445857260089217,1.483129038610614,-0.37028749598244637,-0.3632412428825035,0,3.4341980827066023,0,-0.2659565497416922,-0.27137689518137875,2.3008927474026155,2.396266281977218,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,-0.4221815484699796,0.4777334435057544
2,Day5,-0.31332976709247473,-0.3431387656594641,-0.09784777045751485,0.06945827795681064,-0.38024426664989236,-0.12487372828626692,3.960761121868321,-0.33290389422691286,-0.3632412428825035,0,1.0282447848920513,0,-0.2659565497416922,-0.27137689518137875,2.593853357766973,-0.19110086064493045,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,-0.3758440845346519,-0.12094280738970488
2,Day6,-0.31332976709247473,-0.3431387656594641,-0.12371126463867067,-0.41996679375101237,-0.38024426664989236,-0.24585218804722486,3.2913657870934316,-0.38430634664077146,-0.3632412428825035,0,0.03877919281630535,0,-0.2576873993416396,-0.27137689518137875,2.483265577695659,-0.38956368124378843,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,-0.4221815484699796,0.07498760199426362
2,Day7,-0.31332976709247473,-0.3431387656594641,-0.11665758440744635,-0.3355831606979395,-0.2652582854289837,0.43855966015100356,-0.2816404803413668,-0.4216899483963049,-0.3632412428825035,0,2.3419308706749344,0,-0.2659565497416922,-0.27137689518137875,0.43254130514515715,-0.3601617818958095,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,-0.4221815484699796,-0.01909009457502284
2,Day8,-0.31332976709247473,-0.3431387656594641,-0.1378186251011193,-0.37496218945604015,-0.1962666966964385,0.5969191046695609,0.8050402579295574,-0.34224979466579625,-0.3632412428825035,0,0.4618473980195214,0,-0.2659565497416922,-0.27137689518137875,0.8816829031540894,2.7178495560957376,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,-0.40023222344798226,0.5228285377290488
2,Day9,-0.31332976709247473,-0.3431387656594641,-0.1378186251011193,-0.3693366139191686,0.9305959192684665,-0.7284067185544167,-0.15123879174885588,-0.4310358488351883,-0.3632412428825035,0,-0.5592494617349697,0,-0.2659565497416922,-0.27137689518137875,-0.1213676634576512,0.8085637171863542,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,-0.4221815484699796,0.5780311530713573
3,Day1,-0.31332976709247473,-0.3431387656594641,-0.1378186251011193,-0.38621334052978323,-0.38024426664989236,-0.4925666874473807,-0.3598814934968733,-0.30953914312970443,-0.16008855242680683,0,-0.37341576412234206,0,-0.2659565497416922,-0.27137689518137875,-0.592820831130094,0.1819357373325526,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,-0.1795195662823426,-0.38140585161045665
3,Day2,-0.31332976709247473,-0.3431387656594641,-0.1378186251011193,0.26072784621044265,-0.38024426664989236,0.17689276684780797,-0.3598814934968733,-0.21140718852142903,-0.13751603126506276,0,-0.3022454118451655,0,-0.2659565497416922,-0.27137689518137875,-0.5016344159835722,0.12313193863659469,-0.22438815819465213,-0.3327217561922948,-0.36119148222225905,1.0154992404708445,0.9123568516233672
3,Day3,-0.31332976709247473,-0.3431387656594641,-0.1378186251011193,-0.054304383854362995,-0.38024426664989236,0.05523465281853003,-0.3598814934968733,0.27457963430050636,-0.35195498230163147,0,-0.4109778944908519,0,-0.2659565497416922,-0.27137689518137875,-0.6131922643011255,-0.2333660909576502,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,3.6640511264585203,0.48550845975115
3,Day4,-0.31332976709247473,-0.3431387656594641,-0.1378186251011193,-0.25682510318173807,-0.38024426664989236,1.780197185814661,-0.3598814934968733,-0.23009898939919576,-0.13751603126506276,0,-0.08280349232387123,0,-0.10057354174063991,-0.27137689518137875,0.6692379572276181,-0.38956368124378843,0.14064925223686628,0.530323058572912,-0.36119148222225905,-0.020996663345695346,1.5794532454783075
3,Day7,-0.31332976709247473,-0.3431387656594641,-0.1378186251011193,-0.11618571475994982,-0.38024426664989236,-0.4232419520787419,-0.3598814934968733,0.0035485215728885576,-0.3406687217207594,0,-0.11542323711757714,0,-0.2659565497416922,-0.27137689518137875,0.5586501771563044,-0.38956368124378843,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,0.6801623304125521,0.43341585090699963
3,Day8,-0.31332976709247473,-0.3431387656594641,-0.1378186251011193,-0.1105601392230783,-0.38024426664989236,-0.33964447707538326,-0.3598814934968733,0.5736484483447744,-0.3632412428825035,0,1.259548429792875,0,-0.2659565497416922,-0.27137689518137875,-0.039881930773525275,-0.20028895419117387,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,0.028999021426631865,-0.38140585161045665
3,Day9,-0.31332976709247473,-0.3431387656594641,0.0056062062671084914,-0.2849529808660957,-0.38024426664989236,-0.6767529941620976,-0.3598814934968733,-0.3282309440074712,-0.3632412428825035,0,-0.6393161080467933,0,-0.2659565497416922,-0.27137689518137875,-0.7790739344080961,-0.38956368124378843,0.5327264708484972,-0.3327217561922948,-0.36119148222225905,-0.37340527064331885,-0.38140585161045665
4,Day1,1.875276518737635,-0.3431387656594641,0.00795743301084993,-0.4143412182141409,-0.28825548167316545,-0.0725403496256278,0.4138351921520247,-0.45440059993239673,-0.35195498230163147,0,-0.4861021552278716,0,-0.2659565497416922,-0.27137689518137875,-0.5200657126621244,-0.12862182453047516,-0.2514279663747646,-0.3327217561922948,-0.36119148222225905,-0.2990214469576613,-0.38140585161045665
